backend	kernel	class	launches	manifest	note
cpu	moeTopKKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_max_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	mxfp4MatVecKernelCoop	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	mxfp4MatVecKernelCoopQ8	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q2kQ8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q3kQ8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q40F32WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q40Q8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q4kQ8IdDownCombineKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q4kQ8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q4kWmmaIdMw8Kernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_shuffle_sync_u32 was left scalar (a work-item loop did not vectorize at the wave width 32), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q4kWmmaIdMwKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_shuffle_sync_u32 was left scalar (a work-item loop did not vectorize at the wave width 32), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q50F32WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q50Q8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q5kQ8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q6kQ8IdDownCombineKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q6kQ8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q6kWmmaIdMwKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_shuffle_sync_u32 was left scalar (a work-item loop did not vectorize at the wave width 32), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q80F32WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	q80Q8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	qkPrepKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	qkvWaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	rmsnormRouterTopKKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	routerTopKKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_max_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	routerTopKWaveKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	symQ8IdDownCombineKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	tq10Q8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
cpu	tq20Q8WaveMatVecKernel	DECLINED	0	no-manifest	no cpu device code — __cajeta_xpu_wave_reduce_sum_f32 was left scalar (a work-item loop did not vectorize at the wave width 8), which would run the wave op with width-1 semantics [tracked: xpu-kernel-adaptor 4.2.1]
